Num,Time,Accelx,Accely,Accelz,Gyrox,Gyroy,Gyroz
 25394, 15:55:28, -807, 619, -7895, -7, 11, 2 
 25401, 15:55:28, -771, 621, -7914, -1, 1, -1 
 25402, 15:55:28, -795, 592, -7898, 1, 2, -2 
 25404, 15:55:28, -790, 586, -7900, -2, 5, -2 
 25414, 15:55:29, -790, 613, -7857, 11, -42, -9 
 25417, 15:55:29, -822, 594, -7858, 20, -70, -14 
 25419, 15:55:29, -811, 576, -7863, 33, -83, -9 
 25421, 15:55:29, -875, 579, -7858, 52, -75, -6 
 25422, 15:55:29, -861, 589, -7859, 59, -64, -8 
 25424, 15:55:29, -892, 542, -7938, 73, -55, -9 
 25425, 15:55:29, -875, 545, -7976, 71, -33, -9 
 25429, 15:55:29, -890, 526, -7986, 51, 4, -9 
 25449, 15:55:29, -907, 541, -7900, -40, -7, 11 
 25474, 15:55:29, -1099, 383, -9206, -50, -6, -6 
 25484, 15:55:29, -817, 660, -7865, 7, -58, 4 
 25486, 15:55:29, -860, 653, -7888, 4, -29, 11 
 25487, 15:55:29, -823, 658, -7905, 5, 2, 10 
 25490, 15:55:29, -806, 634, -7903, 3, 49, 0 
 25491, 15:55:29, -773, 647, -7896, -3, 56, 4 
 25494, 15:55:29, -746, 645, -7912, -17, 17, 1 
 25496, 15:55:29, -781, 664, -7915, -16, 10, -1 
 25501, 15:55:29, -763, 669, -7886, 1, 13, 3 
 25502, 15:55:29, -758, 648, -7891, 7, 6, 4 
